/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/film/actor/film./film/performance/film	/film/film/genre	/time/event/locations
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/award/award_winning_work/awards_won./award/award_honor/award_winner	/organization/organization/headquarters./location/mailing_address/country
/people/person/sibling_s./people/sibling_relationship/sibling	/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/places_lived./people/place_lived/location
/people/person/sibling_s./people/sibling_relationship/sibling	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/places_lived./people/place_lived/location
/people/person/sibling_s./people/sibling_relationship/sibling	/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/people/deceased_person/place_of_death	/location/hud_county_place/county	/base/biblioness/bibs_location/country
/influence/influence_node/peers./influence/peer_relationship/peers	/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
/influence/influence_node/peers./influence/peer_relationship/peers	/government/politician/government_positions_held./government/government_position_held/basic_title	/business/job_title/people_with_this_title./business/employment_tenure/company
/organization/organization_founder/organizations_founded	/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	/people/person/employment_history./business/employment_tenure/company
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/influence/influence_node/influenced_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/places_lived./people/place_lived/location
/people/person/sibling_s./people/sibling_relationship/sibling	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of
/people/person/spouse_s./people/marriage/spouse	/base/popstra/celebrity/dated./base/popstra/dated/participant	/music/artist/origin
/people/person/spouse_s./people/marriage/spouse	/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/music/artist/origin
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/music/artist/origin
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/music/artist/origin	/dataworld/gardening_hint/split_to
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/spouse_s./people/marriage/spouse	/music/artist/origin
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/place_of_birth	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin
/people/deceased_person/place_of_death
/people/deceased_person/place_of_death	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/deceased_person/place_of_death	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/deceased_person/place_of_death	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/deceased_person/place_of_death	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/deceased_person/place_of_death	/location/location/contains	/location/administrative_division/first_level_division_of
/people/deceased_person/place_of_death	/location/country/second_level_divisions	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_death	/location/country/capital	/base/aareas/schema/administrative_area/administrative_parent
/people/deceased_person/place_of_death	/location/country/capital	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_death	/location/country/capital	/location/administrative_division/country
/people/deceased_person/place_of_death	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/deceased_person/place_of_death	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/deceased_person/place_of_death	/organization/organization_member/member_of./organization/organization_membership/organization	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/deceased_person/place_of_death	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/deceased_person/place_of_death	/location/country/second_level_divisions	/location/administrative_division/country
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_winner/awards_won./award/award_honor/award_winner	/people/deceased_person/place_of_death
/award/award_winner/awards_won./award/award_honor/award_winner	/influence/influence_node/peers./influence/peer_relationship/peers	/people/deceased_person/place_of_death
/award/award_winner/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins
